SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
25493657M,25493657M,We took this classic silhouette and updated this blouse with a ruffle for an elegant look.,Long Sleeve Covered Placket Blouse,dresses,61.99,USD,TRUE,701642844419M;701642844396M;701642844426M;701642844402M;701642844372M;701642844389M;701642844433M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
013742333305M,013742333305M,The best silver earrings to add a subtle but elegant look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Hammered Silver Earrings,,20,USD,TRUE,,2025-06-30T14:28:55.000Z,"Color",000,WORSIML,variant
013742335422M,013742335422M,Brighten your day with this beautiful blue button necklace. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Light Hematite Necklace,,44,USD,TRUE,,2025-06-30T14:28:31.000Z,"Color",000,#474A51,variant
013742335484M,013742335484M,Brighten your day with this beautiful blue button clip-on earrings. Pair with a classic white scoop necklace and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Light Hematite Button Clip-on Earrings,,18,USD,TRUE,,2025-06-30T14:28:57.000Z,"Color",000,#474A51,variant
25502108M,25502108M,Pair this 3/4 sleeve belted rib boat neck with one of our updated classic skirts.,Belted Boat Neck,dresses,58.99,USD,TRUE,701642887560M;701642887591M;701642887584M;701642887577M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
013742003192M,013742003192M,Brighten up your wrist with the colors of Spring. Enjoy this bracelet from day to night. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Green and Blue Stretch Bracelet,,36,USD,TRUE,,2025-06-30T14:29:16.000Z,"Color",010,JJG03XX,variant
013742003208M,013742003208M,Brighten up your neck with the colors of Spring. Enjoy this cluster drop necklace from day to night. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Cluster Drop Necklace,,30,USD,TRUE,,2025-06-30T14:29:05.000Z,"Color",010,JJG03XX,variant
013742003253M,013742003253M,The perfect accessory starts with an amazing earring and ends with a complete look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Pink and Gold Cluster Drop Earring,,26,USD,TRUE,,2025-06-30T14:29:18.000Z,"Color",010,JJD99XX,variant
013742003260M,013742003260M,Brighten your day with this beautiful blue and gold dangle earring. Enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Blue and Gold Clip On Earring,,24,USD,TRUE,,2025-06-30T14:28:23.000Z,"Color",010,JJ276XX,variant
013742003277M,013742003277M,Brighten your day with this beautiful green and gold dangle earring. Enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch ,Green and Gold Clip On Earring,,24,USD,TRUE,,2025-06-30T14:28:37.000Z,"Color",010,JJ900A0,variant
013742003307M,013742003307M,Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch. ,Green and Gold Necklace,,36,USD,TRUE,,2025-06-30T14:28:22.000Z,"Color",010,JJ900A0,variant
013742003314M,013742003314M,Commerce Cloud creates timeless classic jewelry that can be worn day or night. This amazing beaded necklace with wrapped design and toggle closure is a sure way to update your wardrobe. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Pink and Gold Necklace,,36,USD,TRUE,,2025-06-30T14:28:51.000Z,"Color",010,JJD99XX,variant
013742003321M,013742003321M,Vintage inspired with an irresistibly modern twist. This chic necklace features strands of burnished chains accented with green and gold dangle stones. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,3 Strand Drop Necklace,,36,USD,TRUE,,2025-06-30T14:28:40.000Z,"Color",010,JJ276XX,variant
013742333299M,013742333299M,The best silver earrings to add a subtle but elegant look. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Hammered Gold Earrings,,20,USD,TRUE,,2025-06-30T14:28:20.000Z,"Color",000,ANTGOML,variant
013742335514M,013742335514M,Brighten your day with this beautiful light hermatite dangle earrings. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Light Hematite Dangle Earrings,,24,USD,TRUE,,2025-07-10T11:20:56.000Z,"Color",000,#474A51,variant
013742335538M,013742335538M,Brighten your day with this beautiful blue button bracelet. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Light Hematite Bracelet,,40,USD,TRUE,,2025-07-10T11:20:56.000Z,"Color",000,HEMATML,variant
25502027M,25502027M,Our best selling classic pant is updated in a bird's eye tweed with 2 back pockets!,Classic Tweed Pant,dresses,80.99,USD,TRUE,701642884323M;701642884347M;701642884309M;701642884354M;701642884361M;701642884330M;701642884316M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
029407331227M,029407331227M,This silk tie works well with a Commerce Cloud Store dress shirt and suit It's perfect for any occasion. ,Solid Silk Tie,,29.99,USD,TRUE,,2025-07-10T11:20:56.000Z,"Color",000,NAVYSI,variant
029407331258M,029407331258M,This silk tie works well with a Commerce Cloud Store dress shirt and suit It's perfect for any occasion. ,Solid Silk Tie,,29.99,USD,TRUE,,2025-07-10T11:20:56.000Z,"Color",000,REDSI,variant
25502038M,25502038M,Our best selling slim pant with a tab waist and 2 back pockets is a must have wardrobe completer. We love the way it looks wit a great Commerce Cloud Store top!,Flat Front Slim Pant,dresses,73.99,USD,TRUE,701642884378M;701642884439M;701642884392M;701642884415M;701642884422M;701642884385M;701642884408M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
029407331289M,029407331289M,This silk tie works well with a Commerce Cloud Store dress shirt and suit It's perfect for any occasion. ,Solid Silk Tie,,29.99,USD,TRUE,,2025-07-10T11:20:56.000Z,"Color",000,YELLOSI,variant
061492183572M,061492183572M,Grain deerskin leather|Water resistant and durable|Outseam machine sewn,Men's Classic Deer Gloves,,99.99,USD,TRUE,,2025-06-30T14:29:22.000Z,"Size",050,,variant
061492183589M,061492183589M,Grain deerskin leather|Water resistant and durable|Outseam machine sewn,Men's Classic Deer Gloves,,99.99,USD,TRUE,,2025-06-30T14:29:22.000Z,"Size",060,,variant
061492183596M,061492183596M,Grain deerskin leather|Water resistant and durable|Outseam machine sewn,Men's Classic Deer Gloves,,99.99,USD,TRUE,,2025-06-30T14:29:22.000Z,"Size",080,,variant
061492215594M,061492215594M,Premium nubuck leather is water-repellant and durable for comfortable long-lasting wear|Reinforced leather palm patches protect hands and stand up to wear and tear|Hex eyelet and boot lace details coordinate with our premium boot styles|Lightweight moisture-wicking polyester lining keeps hands dry and comfortable all day long|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Unisex Boot II Gloves,,,,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",050,0001TG720754,variant
061492215617M,061492215617M,Premium nubuck leather is water-repellant and durable for comfortable long-lasting wear|Reinforced leather palm patches protect hands and stand up to wear and tear|Hex eyelet and boot lace details coordinate with our premium boot styles|Lightweight moisture-wicking polyester lining keeps hands dry and comfortable all day long|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Unisex Boot II Gloves,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",060,0001TG720754,variant
25501785M,25501785M,Classically designed this wide leg pant is perfect to pair with a great Commerce Cloud Store top!,Wide Leg Pant,dresses,54.99,USD,TRUE,701642852674M;701642852629M;701642852636M;701642852698M;701642852643M;701642852650M;701642852681M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
25501802M,25501802M,Classically designed this zip front textured cardigan is perfect to pair with a great Commerce Cloud Store bottom!,Textured Zip Front Cardigan,dresses,82.99,USD,TRUE,701642856139M;701642856160M;701642856146M;701642856153M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25493613M,25493613M,This long center seam skirt is stunning.  It is perfect for nine-to-five and beyond.,Long Center Seam Skirt,dresses,82.99,USD,TRUE,701642842682M;701642842668M;701642842675M;701642842637M;701642842644M;701642842651M;701642842620M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
25493624M,25493624M,Classically designed this pin stripe pant is perfect to pair with the matching Commerce Cloud Store jacket!,Flat Front Classic Pant,dresses,75.99,USD,TRUE,701642843306M;701642843283M;701642843313M;701642843290M;701642843320M;701642843337M;701642843344M;,2025-07-16T10:37:36.000Z,"Size,Color",,,master
25503110M,25503110M,This is an incredibly feminine floral blouse. It's one of our favorite styles of the season.,Long Sleeve Covered Placket Blouse,dresses,64.99,USD,TRUE,701643073665M;701643073641M;701643073672M;701643073696M;701643073689M;701643073658M;701643073634M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25517896M,25517896M,We took this classic silhouette and updated this shirt with a modern pattern.,Long Sleeve Classic Button Front Shirt,dresses,34.99,USD,TRUE,701642814160M;701642814184M;701642814191M;701642814177M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
12416789M,12416789M,updated now: 80% cotton 15% nylon 5% elastanestraight legclean cutfront rise 10 1/4 inchesback rise 14 3/4 inchesleg opening 15 1/2 inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only,Updated now Straight Leg Trousers,mencasuals,195,USD,TRUE,883360519722M;883360519678M;883360519715M;883360519685M;883360519739M;883360519708M;883360519692M;883360519760M;883360519753M;883360519746M;,2025-07-24T13:34:06.000Z,"Size,Color",,,master
061492215624M,061492215624M,Premium nubuck leather is water-repellant and durable for comfortable long-lasting wear|Reinforced leather palm patches protect hands and stand up to wear and tear|Hex eyelet and boot lace details coordinate with our premium boot styles|Lightweight moisture-wicking polyester lining keeps hands dry and comfortable all day long|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Unisex Boot II Gloves,,,,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",080,0001TG720754,variant
061492216683M,061492216683M,updated: Soft supple leather for a premium look and durable wear|Wool/cashmere lining for breathable warmth for a comfortable fit|Decorative stitching adds to the premium sstyle|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Men's Resolve Gloves updated,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size",050,,variant
061492216690M,061492216690M,updated: Soft supple leather for a premium look and durable wear|Wool/cashmere lining for breathable warmth for a comfortable fit|Decorative stitching adds to the premium sstyle|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Men's Resolve Gloves updated,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size",060,,variant
061492216706M,061492216706M,updated: Soft supple leather for a premium look and durable wear|Wool/cashmere lining for breathable warmth for a comfortable fit|Decorative stitching adds to the premium sstyle|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Men's Resolve Gloves updated,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size",080,,variant
061492273693M,061492273693M,Premium supple suede body|Wrist cinch strap with button snap for adjustable fit|Ultra soft faux fur lining|Commerce Cloud tree logo engraved on brass coloured cuff button,Men's Yarmouth Gloves,,119.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",050,0001TG786214,variant
061492273709M,061492273709M,Premium supple suede body|Wrist cinch strap with button snap for adjustable fit|Ultra soft faux fur lining|Commerce Cloud tree logo engraved on brass coloured cuff button,Men's Yarmouth Gloves,,119.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",060,0001TG786214,variant
061492273716M,061492273716M,Premium supple suede body|Wrist cinch strap with button snap for adjustable fit|Ultra soft faux fur lining|Commerce Cloud tree logo engraved on brass coloured cuff button,Men's Yarmouth Gloves,,119.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",080,0001TG786214,variant
061492858852M,061492858852M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",050,0001TG250001,variant
061492858869M,061492858869M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",060,0001TG250001,variant
061492858876M,061492858876M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,,99.99,USD,TRUE,,2025-07-10T11:20:27.000Z,"Size,Color",080,0001TG250001,variant
