SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
061492216683M,061492216683M,Soft supple leather for a premium look and durable wear|Wool/cashmere lining for breathable warmth for a comfortable fit|Decorative stitching adds to the premium style|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Men's Resolve Gloves,accessories,99.99,USD,TRUE,,15/04/25,Size,050,,variant
061492216690M,061492216690M,Soft supple leather for a premium look and durable wear|Wool/cashmere lining for breathable warmth for a comfortable fit|Decorative stitching adds to the premium style|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Men's Resolve Gloves,accessories,99.99,USD,TRUE,,15/04/25,Size,060,,variant
061492216706M,061492216706M,Soft supple leather for a premium look and durable wear|Wool/cashmere lining for breathable warmth for a comfortable fit|Decorative stitching adds to the premium style|Sizes: S = 8 - 8 1/2 M = 9 - 9 1/2 L = 10 - 10 1/2 XL = 11 - 11 1/2. (Measure around the knuckles with hand flat; exclude thumb. Number of inches equals glove size.),Men's Resolve Gloves,accessories,99.99,USD,TRUE,,15/04/25,Size,080,,variant
061492273693M,061492273693M,Premium supple suede body|Wrist cinch strap with button snap for adjustable fit|Ultra soft faux fur lining|Commerce Cloud tree logo engraved on brass coloured cuff button,Men's Yarmouth Gloves,accessories,119.99,USD,TRUE,,15/04/25,"Size,Color",050,0001TG786214,variant
061492273709M,061492273709M,Premium supple suede body|Wrist cinch strap with button snap for adjustable fit|Ultra soft faux fur lining|Commerce Cloud tree logo engraved on brass coloured cuff button,Men's Yarmouth Gloves,accessories,119.99,USD,TRUE,,15/04/25,"Size,Color",060,0001TG786214,variant
061492273716M,061492273716M,Premium supple suede body|Wrist cinch strap with button snap for adjustable fit|Ultra soft faux fur lining|Commerce Cloud tree logo engraved on brass coloured cuff button,Men's Yarmouth Gloves,accessories,119.99,USD,TRUE,,15/04/25,"Size,Color",080,0001TG786214,variant
061492858852M,061492858852M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,accessories,99.99,USD,TRUE,,15/04/25,"Size,Color",050,0001TG250001,variant
061492858869M,061492858869M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,accessories,99.99,USD,TRUE,,15/04/25,"Size,Color",060,0001TG250001,variant
061492858876M,061492858876M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,accessories,99.99,USD,TRUE,,15/04/25,"Size,Color",080,0001TG250001,variant
061492858906M,061492858906M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,accessories,99.99,USD,TRUE,,15/04/25,"Size,Color",050,0002TG250206,variant
061492858913M,061492858913M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,accessories,99.99,USD,TRUE,,15/04/25,"Size,Color",060,0002TG250206,variant
061492858920M,061492858920M,Premium grain leather body|Fleece lining for comfort and insulation|Belt looped strap and snap around the cuff,Men's Oxford Gloves,accessories,99.99,USD,TRUE,,15/04/25,"Size,Color",080,0002TG250206,variant
095068015554M,095068015554M,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,Hooded Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Size,Color",9SM,FLAXFB,variant
095068015561M,095068015561M,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,Hooded Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Size,Color",9MD,FLAXFB,variant
095068015578M,095068015578M,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,Hooded Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Size,Color",9LG,FLAXFB,variant
095068015585M,095068015585M,You will love this trench coat! It is so cute! The pleats in the back make it ultra feminine!,Hooded Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Size,Color",9XL,FLAXFB,variant
095068018722M,095068018722M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9LG,BLACKFB,variant
095068018739M,095068018739M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9XL,BLACKFB,variant
095068018784M,095068018784M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9SM,BLACKFB,variant
095068018791M,095068018791M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9MD,BLACKFB,variant
095068990288M,095068990288M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9SM,TEAROFB,variant
095068990295M,095068990295M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9MD,TEAROFB,variant
095068990301M,095068990301M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9LG,TEAROFB,variant
095068990318M,095068990318M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9XL,TEAROFB,variant
095068990325M,095068990325M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9SM,SANDUFB,variant
095068990332M,095068990332M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9MD,SANDUFB,variant
095068990349M,095068990349M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9LG,SANDUFB,variant
095068990509M,095068990509M,Our trench coat is a staple in every wardrobe. This trench coat can take you through all seasons!,Trench Coat,perfurme,180,USD,TRUE,,27/05/25,"Width,Size,Color",9XL,SANDUFB,variant
25502603M,25502603M,We love this new jacket replacementperfect for pairing with skirts or slacks.,Lurex patterned Cardigan,tableware,82.99,USD,TRUE,701642988717M;701642988724M;701642988731M;,15/04/25,"Size,Color",,,master
701643543694M,701643543694M,This tank is a great addition to your closet!  The embroidery makes it look so feminine!,Scoop Neck Tank With Embroidery,holidayCollection,44,USD,TRUE,,27/05/25,"Size,Color",9LG,JJZ17XX,variant
701643543700M,701643543700M,This tank is a great addition to your closet!  The embroidery makes it look so feminine!,Scoop Neck Tank With Embroidery,holidayCollection,44,USD,TRUE,,27/05/25,"Size,Color",9MD,JJZ17XX,variant
25448070M,25448070M,Brighten your day with this beautiful blue button bracelet. Pair with its matching earring and enjoy them all year round. Each piece of jewelry will be shipped with a beautiful Commerce Cloud Store velvet gift pouch.,Light Hematite Bracelet,lighting,40,USD,TRUE,013742335538M;,15/04/25,Color,,,master
701643543717M,701643543717M,This tank is a great addition to your closet!  The embroidery makes it look so feminine!,Scoop Neck Tank With Embroidery,holidayCollection,44,USD,TRUE,,27/05/25,"Size,Color",9SM,JJZ17XX,variant
701643543724M,701643543724M,This tank is a great addition to your closet!  The embroidery makes it look so feminine!,Scoop Neck Tank With Embroidery,holidayCollection,44,USD,TRUE,,27/05/25,"Size,Color",9XL,JJZ17XX,variant
25493665M,25493665M,Meet your new wardrobe favorite - a rib trim v-neck cardigan that works perfectly from nine-to-five and beyond!,Rib Trim V-Neck Cardigan,furniture,68.99,USD,TRUE,701642845331M;701642845294M;701642845355M;701642845324M;701642845348M;701642845300M;701642845317M;701642845362M;,15/04/25,"Size,Color",,,master
701643544042M,701643544042M,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,holidayCollection,49,USD,TRUE,,27/05/25,"Size,Color",9LG,JJ8FIXX,variant
701643544073M,701643544073M,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,holidayCollection,49,USD,TRUE,,27/05/25,"Size,Color",9XL,JJ8FIXX,variant
701643544134M,701643544134M,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,holidayCollection,49,USD,TRUE,,27/05/25,"Size,Color",9MD,JJI15XX,variant
701643544141M,701643544141M,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,holidayCollection,49,USD,TRUE,,27/05/25,"Size,Color",9SM,JJI15XX,variant
701643544059M,701643544059M,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,holidayCollection,49,USD,TRUE,,27/05/25,"Size,Color",9MD,JJ8FIXX,variant
701643544066M,701643544066M,We took this classic scoop neck and updated it with ruffles and sequence.,Scoop Neck Tee with Applique,holidayCollection,49,USD,TRUE,,27/05/25,"Size,Color",9SM,JJ8FIXX,variant
701643843337M,701643843337M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",010,JJJ13A0,variant
701643843344M,701643843344M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",012,JJJ13A0,variant
701643843351M,701643843351M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",014,JJJ13A0,variant
25502608M,25502608M,Open and cozythis cardigan is updated with a cascading front.,Cable Cardigan,tableware,76.99,USD,TRUE,701643161218M;701643161225M;701643161232M;,15/04/25,"Size,Color",,,master
701643843368M,701643843368M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",016,JJJ13A0,variant
701643843375M,701643843375M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",004,JJJ13A0,variant
701643843382M,701643843382M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",006,JJJ13A0,variant
701643843399M,701643843399M,This v-neck dress is a must for your spring wardrobe! This dress will make you feel stylish at any occasion.,Floral V-Neck Dress Tiered,furniture,128,USD,TRUE,,27/05/25,"Size,Color",008,JJJ13A0,variant
25565064M,25565064M,We are in love with this feminids floral screen printed tee. It's perfect with jeans or shorts for a fresh look.,Floral Print Tee,tableware,39,USD,TRUE,701643430055M;701643430086M;701643430079M;701643430062M;701643671939M;,15/04/25,"Size,Color",,,master
2024_Pets6,2024_Pets6,,WoofWell: Canine Wellness Supplement,holidayCollection,65,USD,FALSE,,27/05/25,,,,master
2024_Pets11,2024_Pets11,,NutriPaws: Balanced Meal Topper for Dogs,holidayCollection,30,USD,FALSE,,27/05/25,,,,master
2024_Pets13,2024_Pets13,,VitalBites: Freeze-Dried Raw Dog Food,holidayCollection,40,USD,FALSE,,27/05/25,,,,master
12450HX,12450HX,From the manufacturer,"Lenovo LOQ 2024 Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop",furniture,,,TRUE,,27/05/25,,,,master
2024_Pets7,2024_Pets7,,FurEver Fresh: Scented Dog Shampoo Bar,holidayCollection,70,USD,FALSE,,27/05/25,,,,master
2024_Pets8,2024_Pets8,,SnuggleNest: Heated Dog Bed,holidayCollection,75,USD,FALSE,,27/05/25,,,,master
2024_Pets3,2024_Pets3,,TailWag Tech: Fitness Tracker for Dogs,holidayCollection,50,USD,FALSE,,27/05/25,,,,master
12450H,12450H,,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr Warranty/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg) 83EQ005VIN",furniture,15,USD,TRUE,,27/05/25,,,,master
2024_Pets9,2024_Pets9,,EcoChew: Biodegradable Dog Chew Toy,holidayCollection,80,USD,FALSE,,27/05/25,,,,master
134502025,134502025,"About this item	Processor: Intel Core i5-13450HX | Speed: 2.4GHz (Base) - 4.6GHz (Max) | 10 Cores | 16 Threads | 20MB Cache	Display: 15.6&quot; FHD (1920x1080) IPS Technology | 144 Hz Refresh Rate | 100pct. sRGB |Brightness: 300Nits Anti-glare || Connectivity : Wi-Fi 6 802.11ax 2x2 | BT5.2	Memory: 16GB RAM DDR5-4800 | Storage: 512GB SSD (Expandable upto 1TB)	Graphics: NVIDIA GeForce RTX 3050 6GB GDDR6 Boost Clock 1732MHz TGP 95W | G-Sync || Cooling: Hyperchamber thermal design is a game-changer. Dual fans spin outward expelling heat eciently from the rear end and the sealed chamber grants an extra 10W of power in Extreme Mode reduces skin temperature and minimizes noise	AI Engine + : The Lenovo AI Engine+ and Lenovo LA1 AI Chip work together with the MUX Switch with NVIDIA Advanced Optimus for a truly epic boost in performance at levels you've never seen before.","Lenovo LOQ Intel Core i5-13450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop",furniture,,,FALSE,,27/05/25,,,,master
